date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:57:03	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:04%20GMT	https://decentralisedsync.vercel.app/faq	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/faq	(from https://decentralisedsync.vercel.app/)
06:57:03	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:04%20GMT	https://decentralisedsync.vercel.app/terms	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/terms	(from https://decentralisedsync.vercel.app/)
06:57:03	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:04%20GMT	https://decentralisedsync.vercel.app/privacy	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/privacy	(from https://decentralisedsync.vercel.app/)
06:57:04	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:05%20GMT	https://decentralisedsync.vercel.app/registry/wallets	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/registry/wallets	(from https://decentralisedsync.vercel.app/)
06:57:04	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:05%20GMT	https://decentralisedsync.vercel.app/registry/apps	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/registry/apps	(from https://decentralisedsync.vercel.app/)
06:57:04	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:05%20GMT	https://decentralisedsync.vercel.app/registry/guidelines	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/registry/guidelines	(from https://decentralisedsync.vercel.app/)
06:57:06	2803/2803	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202024%2005:57:07%20GMT	https://coin-node.netlify.app/pumpeth.com/wp-content/uploads/2018/06/team_bg2.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/coin-node.netlify.app/pumpeth.com/wp-content/uploads/2018/06/team_bg2.f.delayed	(from https://decentralisedsync.vercel.app/dapp.css)
06:57:06	11892/11892	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2016%20May%202024%2005:57:07%20GMT	https://kit.fontawesome.com/78d167673c.js	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/kit.fontawesome.com/78d167673c.js	(from https://decentralisedsync.vercel.app/service.html)
06:57:08	163873/163873	---MCZ	200	added ('OK')	text/css	etag:W/%2228021-7Ba9Gb9K6bwuIzasQJpQO7varK0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	(from https://decentralisedsync.vercel.app/service.html)
06:57:09	2385/2385	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Jun%202018%2018:05:13%20GMT	https://ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	(from https://decentralisedsync.vercel.app/service.html)
06:57:10	16204/16204	---MCZ	200	added ('OK')	text/html	etag:W/%22aacca6066065bfb306991f7a3433f131%22	https://decentralisedsync.vercel.app/import/index.html	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/decentralisedsync.vercel.app/import/index.html	(from https://decentralisedsync.vercel.app/service.html)
06:57:11	64420/64420	---M--	200	added ('OK')	image/png	etag:%22cc25a1f9ee9c347baecb8889bdfbcea4%22	https://3632261023-files.gitbook.io/~/files/v0/b/gitbook-legacy-files/o/spaces%2F-MVOiF6Zqit57q_hxJYp%2Favatar-1615495356537.png?generation=1615495356841399&alt=media	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/3632261023-files.gitbook.io/_/files/v0/b/gitbook-legacy-files/o/spaces/-MVOiF6Zqit57q_hxJYp/avatar-16154953565371d48.png	(from https://decentralisedsync.vercel.app/service.html)
06:57:12	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:57:13%20GMT	https://registry.walletconnect.org/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.15.delayed	(from https://decentralisedsync.vercel.app/service.html)
06:57:13	3201/3201	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:41:39%20GMT	https://i.ibb.co/XL8m635/download.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/i.ibb.co/XL8m635/download.png	(from https://decentralisedsync.vercel.app/service.html)
06:57:14	4256/4256	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:44:13%20GMT	https://i.ibb.co/JzF5pJs/download.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/i.ibb.co/JzF5pJs/download.png	(from https://decentralisedsync.vercel.app/service.html)
06:57:16	84097/84097	---M--	200	added ('OK')	image/png	etag:%22b2619b3-14881-5f90e78e0c08d%22	https://altcoinsbox.com/wp-content/uploads/2023/04/ronin-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/altcoinsbox.com/wp-content/uploads/2023/04/ronin-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:57:16	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:57:17%20GMT	https://registry.walletconnect.org/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:58:30	38097/38097	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2014:46:22%20GMT	https://pbs.twimg.com/profile_images/1126136766161776642/CkzMDV32_400x400.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/pbs.twimg.com/profile_images/1126136766161776642/CkzMDV32_400x400.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:30	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:58:31%20GMT	https://registry.walletconnect.org/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.1c.delayed	(from https://decentralisedsync.vercel.app/service.html)
06:58:32	5397/5397	---M--	200	added ('OK')	image/png	date:Thu,%2016%20May%202024%2005:58:33%20GMT	https://crypto-central.io/library/uploads/Trezor-Logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/crypto-central.io/library/uploads/Trezor-Logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:33	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:58:34%20GMT	https://registry.walletconnect.org/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:58:34	12395/12395	---M--	200	added ('OK')	image/png	etag:%222a363f96564789123834a9196fd72b49%22	https://assets.bitdegree.org/crypto-tracker/dapp-logos/ethereum/aave-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/assets.bitdegree.org/crypto-tracker/dapp-logos/ethereum/aave-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:36	77050/77050	---M--	200	added ('OK')	image/png	etag:%22f9935a56ba4baacf9aa22446519bb9ee%22	https://mir-s3-cdn-cf.behance.net/project_modules/fs/5a5b6366022033.5b07d2deb548a.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/mir-s3-cdn-cf.behance.net/project_modules/fs/5a5b6366022033.5b07d2deb548a.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:37	4731/4731	---M--	200	added ('OK')	image/jpeg	etag:%225113eef494adaf568f72771738c07778%22	https://global-uploads.webflow.com/60f008ba9757da0940af288e/60fbcaf3bd0478862b605203_ledger.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/global-uploads.webflow.com/60f008ba9757da0940af288e/60fbcaf3bd0478862b605203_ledger.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:58:37	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:58:38%20GMT	https://registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:58:39	39494/39494	---M--	200	added ('OK')	image/jpeg	etag:W/%229a46-hzdaqC1hcXU55m9JUPTayAGYuY8%22	https://images.crunchbase.com/image/upload/c_lpad,f_auto,q_auto:eco,dpr_1/v1398453955/zfljbezgzhufrinzdaeb.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/images.crunchbase.com/image/upload/c_lpad,f_auto,q_auto_eco,dpr_1/v1398453955/zfljbezgzhufrinzdaeb.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:58:40	6585/6585	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2010:02:32%20GMT	https://pbs.twimg.com/profile_images/1611302688699858946/Dbs4USUR_400x400.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/pbs.twimg.com/profile_images/1611302688699858946/Dbs4USUR_400x400.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:58:42	98018/98018	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jan%202021%2010:51:56%20GMT	https://cryptologos.cc/logos/helium-hnt-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cryptologos.cc/logos/helium-hnt-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:43	17813/17813	---M--	200	added ('OK')	image/jpeg	etag:%224595-5b863f0ac7563%22	https://www.yadawallets.com/wp-content/uploads/2021/01/MyKey-wallet-logo.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/www.yadawallets.com/wp-content/uploads/2021/01/MyKey-wallet-logo.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:58:45	62539/62539	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202024%2011:33:21%20GMT	https://www.cryptocompare.com/media/36798689/trustvault.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/www.cryptocompare.com/media/36798689/trustvault.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:46	363216/363216	---M--	200	added ('OK')	image/png	etag:W/%2258ad0-18f52825fb8%22	https://atomicwallet.io/images/press-kit/atomic_wallet_logo_dark_rounded.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/atomicwallet.io/images/press-kit/atomic_wallet_logo_dark_rounded.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:48	86084/86084	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2013:25:09%20GMT	https://cryptologos.cc/logos/coin98-c98-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cryptologos.cc/logos/coin98-c98-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:49	103975/103975	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2022:18:13%20GMT	https://cryptologos.cc/logos/tron-trx-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cryptologos.cc/logos/tron-trx-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:50	7257/7257	---M--	200	added ('OK')	image/png	etag:%221c59-5b8668146b7dc%22	https://www.yadawallets.com/wp-content/uploads/2021/01/Alice-wallet-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/www.yadawallets.com/wp-content/uploads/2021/01/Alice-wallet-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:58:50	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:58:51%20GMT	https://registry.walletconnect.org/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:59:36	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:59:37%20GMT	https://registry.walletconnect.org/logo/lg/0b415a746fb9ee99cce155c2ceca0c6f6061b1dbca2d722b3ba16381d0562150.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/0b415a746fb9ee99cce155c2ceca0c6f6061b1dbca2d722b3ba16381d0562150.2e.delayed	(from https://decentralisedsync.vercel.app/service.html)
06:59:38	195734/195734	---MCZ	200	added ('OK')	image/png	etag:W/%225c403cf6-2fc96%22	https://ownbit.io/resource/brand-assets/images/origin/ownbit_logo_7.c29c070f27.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/ownbit.io/resource/brand-assets/images/origin/ownbit_logo_7.c29c070f27.png	(from https://decentralisedsync.vercel.app/service.html)
06:59:39	11406/11406	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Nov%202023%2022:42:19%20GMT	https://is4-ssl.mzstatic.com/image/thumb/Purple115/v4/98/ba/38/98ba3834-5dde-44d8-e96f-aaef5f2cc66c/source/256x256bb.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/is4-ssl.mzstatic.com/image/thumb/Purple115/v4/98/ba/38/98ba3834-5dde-44d8-e96f-aaef5f2cc66c/source/256x256bb.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:59:40	4009/4009	---M--	200	added ('OK')	image/png	etag:%22fa9-5b8516b558622%22	https://www.yadawallets.com/wp-content/uploads/2021/01/Sparkpoint-wallet-logo.png	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/www.yadawallets.com/wp-content/uploads/2021/01/Sparkpoint-wallet-logo.png	(from https://decentralisedsync.vercel.app/service.html)
06:59:40	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:59:42%20GMT	https://registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:59:43	2758/2758	---M--	200	added ('OK')	image/jpeg	etag:%22377E474C9FDCF89EB5DCCB2DB99144DF%22	https://oss-us-cdn.maiziqianbao.net/Chain_logo/W51673860963.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/oss-us-cdn.maiziqianbao.net/Chain_logo/W51673860963.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:59:43	12381/12381	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Jul%202020%2003:23:41%20GMT	https://pbs.twimg.com/profile_images/1285053238702563328/BvZ4_Ox8_400x400.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/pbs.twimg.com/profile_images/1285053238702563328/BvZ4_Ox8_400x400.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:59:45	11733/11733	---M--	200	added ('OK')	image/jpeg	etag:%227733f3f509fca5d96a74652fb5b87922%22	https://i.pinimg.com/736x/48/07/6b/48076b0b85e5586e3367e3c308c15664.jpg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/i.pinimg.com/736x/48/07/6b/48076b0b85e5586e3367e3c308c15664.jpg	(from https://decentralisedsync.vercel.app/service.html)
06:59:45	21/21	---M--	404	error ('Not%20Found')	application/json	date:Thu,%2016%20May%202024%2005:59:46%20GMT	https://registry.walletconnect.org/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpeg	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/registry.walletconnect.org/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpeg	(from https://decentralisedsync.vercel.app/service.html)
06:59:47	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/code.jquery.com/jquery-3.6.0.min.js	(from https://decentralisedsync.vercel.app/service.html)
06:59:48	18795/18795	---M-Z	200	added ('OK')	application/javascript	etag:W/%22496b-DsfKR3i6PMtNGxaICUcgg0++ntM%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	(from https://decentralisedsync.vercel.app/service.html)
06:59:49	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/Users/krixxvalle/OneDrive/Desktop/clone%20website/bitcoin/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://decentralisedsync.vercel.app/service.html)
